Curso,Nivel,Codigo,Genero,Adaptacion,Puntuacion_profesor,Puntuacion_apoyo,Laboratorios_escuela,Laboratorios_comunicaciones,Sensibilizacion_ONG,Material,Ingenieria_despues,Dedicacion,Valoracion_ingenierias,Nivel_matematicas,Recomendacion,Repetir,Puntuacion_curso,Mejor_curso,Peor_curso,Mejorar,Gustar,Estudiar,Entender,No_entender,Profesional,Actividades,Carrera,Facilidad,Disfrutar,No_trabajo,Mundo_mejor,Interes_asignaturas,Salida_profesional,Actividades_instituto,Dificultad_asignaturas,Trabajo,Respeto_cientificos,Efecto_vidas,No_gustar,Examenes,Decisiones_personales
DISEÑO 3D,JUNIOR,2811000,Chico,Bien,10,7,No asistí,No asistí,Buena,Muy bien,Sí,zoologo,Buena,Muy bien,Sí,Sí,9,el recreo,???????????,nada,3,3,4,1,1,3,3,1,4,1,5,4,4,3,3,4,4,2,1,3,2
DISEÑO 3D,JUNIOR,2912893,Chico,Muy bien,10,8,No asistí,No asistí,Muy buena,Muy bien,Sí,Ingeniería informática,Muy buena,Muy bien,Sí,Sí,9,El profesor y el espacio de trabajo,los ordenadores patata,los ordenadores,5,5,5,1,1,5,5,5,5,1,5,5,5,5,2,5,5,5,1,2,5
DISEÑO 3D,JUNIOR,3001000,Chico,Muy bien,10,10,No asistí,No asistí,Muy buena,Muy bien,Sí,Diseñador 3D,Muy buena,Muy bien,Sí,Sí,10,diseño de thingiverse,Nada,Nada,5,5,5,1,1,5,5,5,5,1,5,5,5,5,1,5,5,5,1,1,5
DISEÑO 3D,JUNIOR,3003000,Chico,Bien,10,10,No asistí,No asistí,Muy buena,Bien,No sé,arquitecto,Buena,Muy bien,Sí,Sí,9,que nos quedabamos los diseños,la teoria,la disciplina,3,3,4,1,3,1,3,4,5,3,3,4,2,1,4,3,2,3,1,5,4
DISEÑO 3D,JUNIOR,3008335,Chico,Muy bien,10,10,No asistí,No asistí,Buena,Muy bien,No sé,No sé,Muy buena,Muy bien,Sí,Sí,10,Los bolis 3D,Nada,Las impresores 3D,5,5,5,1,1,5,5,5,5,1,5,5,5,5,5,5,4,5,1,1,5
DISEÑO 3D,JUNIOR,3012000,Chico,Bien,8,9,No asistí,No asistí,Buena,Bien,No,músico,Buena,Muy bien,Sí,Sí,9,que he podido imprimir lo que he diseñado,que algunas cosas que he diseñado han salido mal en la impresora,no se,4,4,3,1,3,4,3,3,4,2,3,5,3,3,3,4,4,3,1,2,1
DISEÑO 3D,JUNIOR,3103499,Chica,Muy bien,10,10,Buena,Buena,Muy buena,Muy bien,No sé,Actriz o diseñadora de interior de casas.,Muy buena,Bien,Sí,Sí,10,Las impresiones en 3D,Nada,"Nada , todo es perfecto",5,3,5,2,3,4,3,3,5,3,5,5,3,5,2,3,5,5,1,3,4
DISEÑO 3D,JUNIOR,3110522,Chico,Bien,10,10,No asistí,No asistí,Buena,Muy bien,Sí,Bombero e ingeniero,Muy buena,Bien,Sí,Sí,10,El profesor de apoyo y principal,Nada,Nada. Sois perfectos de veras,5,3,5,1,3,2,5,4,5,3,4,4,4,4,1,3,4,5,1,2,5
DISEÑO 3D,JUNIOR,7092010000,Chico,Bien,10,10,No asistí,No asistí,Muy buena,Muy bien,No sé,Magistrado,Buena,Muy bien,Sí,Sí,10,Diseñar 3D,La charla,Los rotuladores de la pizarra,2,1,5,5,1,3,1,4,4,1,4,3,3,4,4,1,4,4,5,5,5
DISEÑO 3D,SENIOR,0,Chico,Muy bien,10,10,Buena,Buena,Buena,Muy bien,No sé,no sé,Muy buena,Muy bien,Sí,Sí,10,diseñar,las impresoras y los bolis 3d funcionan mal,cambiar las impresoras,4,3,5,2,3,3,3,4,5,3,5,5,3,4,5,3,2,5,1,2,5
DISEÑO 3D,SENIOR,101649,Chico,Bien,10,9,Buena,Buena,Buena,Regular,No sé,futbol,Buena,Muy bien,Sí,Sí,10,los kahoots,la hora de levantarse,balones en los descansos,3,3,3,3,3,3,3,3,3,3,3,3,3,4,2,4,3,3,4,3,3
DISEÑO 3D,SENIOR,204543,Chica,Bien,9,9,Muy buena,No asistí,Muy buena,Muy bien,Sí,Ingeniería :),Muy buena,Muy bien,Sí,Sí,10,Poder llevarte lo que haces a casa y escuchar a BTS :),"Nada, me gustó todo :)",Nada :),4,5,5,2,1,3,5,5,3,4,5,3,5,5,5,4,5,4,1,4,3
DISEÑO 3D,SENIOR,306000,Chico,Bien,9,10,Muy buena,Muy buena,Buena,Bien,No sé,Ingeniera,Buena,Regular,Sí,Sí,8,Los apizes 3D y diseño libre,Que fallan a veces los ordenadores,Tener un poco mas de tiempo libre,4,3,4,2,3,4,5,3,4,5,4,5,3,4,2,5,4,3,1,2,4
DISEÑO 3D,SENIOR,306394,Chica,Bien,9,9,Muy buena,No asistí,Muy buena,Muy bien,No,"No sé :,)",Buena,Muy bien,Sí,Sí,10,Poder llevarte cosas a casa (y poner bts en clase),Nada :),"Nada, todo ha estado muy bien. Si os apetece, escuchar más Bts es algo que podríais mejorar (stream PERMISSION TO DANCE)",3,1,4,1,1,3,1,4,3,5,4,3,1,1,3,1,4,4,3,1,5
DISEÑO 3D,SENIOR,403898,Chica,Muy bien,10,10,Buena,No asistí,Buena,Bien,Sí,ingenieria industrial,Buena,Bien,No,Sí,9,el tiempo,las encuestas,nada,5,4,4,1,1,2,4,3,4,2,5,3,5,5,4,4,3,3,1,4,4
DISEÑO 3D,SENIOR,605000,Chica,Muy bien,10,10,Muy buena,No asistí,,Muy bien,Sí,No sé,Muy buena,Bien,Sí,Sí,9,Imprimir cosas en 3d,Nada,Habría molado mas con mas colores de filamento,5,5,5,1,5,4,5,4,5,1,5,5,5,5,2,5,5,5,1,1,5
DISEÑO 3D,SENIOR,704000,Chica,Bien,10,10,Muy buena,No asistí,Muy buena,Muy bien,No sé,no sé,Me da igual,Bien,Sí,No,10,los profes,no sé,no sé,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4
DISEÑO 3D,SENIOR,911000,Chico,Bien,9,9,Muy buena,No asistí,Buena,Muy bien,Sí,ingeniero mechanico,Buena,Muy bien,Sí,Sí,10,aprender ha utilizar diferentes programas para diseñar figuras en 3 dimensiones,fallos en los ordenadores,nada,3,4,4,1,2,4,4,2,4,3,5,4,4,5,3,3,4,4,2,1,4
DISEÑO 3D,SENIOR,1012271,Chico,Muy bien,10,10,Muy buena,No asistí,Muy buena,Muy bien,Sí,medico o mecánico,Muy buena,Muy bien,Sí,Sí,10,todo,nada,nada,5,5,5,1,1,5,5,4,5,1,5,5,5,5,2,5,5,5,1,2,4
DISEÑO 3D,SENIOR,1012827,Chico,Muy bien,9,9,Muy buena,No asistí,Buena,Muy bien,Sí,Ingeniería,Buena,Muy bien,Sí,Sí,10,Diseño libre,Poco tiempo de clases,,5,5,5,1,1,5,5,5,5,1,5,5,5,5,3,5,5,5,1,3,4
DISEÑO 3D,SENIOR,1104000,Chica,Bien,10,10,Muy buena,Muy buena,Muy buena,Muy bien,No,ilustración,Me da igual,Mal,Sí,No,8,los profesores,no se,nada,1,1,4,3,5,1,1,3,2,1,5,2,1,1,4,1,5,2,5,3,3
DISEÑO 3D,SENIOR,1306366,Chico,Muy bien,9,9,Buena,Buena,Buena,Bien,No sé,informatico o programador,Buena,Bien,Sí,Sí,9,la forma de diseñar,nada,nada,4,4,5,1,2,2,4,4,5,1,4,4,4,4,1,3,4,4,1,1,4
DISEÑO 3D,SENIOR,1611000,Chico,Muy bien,10,10,Muy buena,Muy buena,Muy buena,Bien,No sé,programación,Buena,Muy bien,Sí,Sí,10,todo,las impresoras que fallan,las impresoras que fallan,4,4,4,1,2,3,3,4,4,3,5,5,3,4,3,3,2,2,1,1,2
DISEÑO 3D,SENIOR,1711134,Chica,Bien,9,10,Muy buena,No asistí,Buena,Muy bien,Sí,Ingeniera Mecánica,Muy mala,Bien,Sí,Sí,10,"Imprimir, diseñar, todo...",Que las impresoras se estropean,"Las lecciones que damos, que no siempre tienen que ver con lo que tenemos q hacer. Es decir, yo estoy en diseño 3D pero solo los primeros 2 días hizimos Kahoots de las maquinas, luego ya no tenenian sentido los kahoots. Yo creo que las clses tienen que hacer lo que nosotros nos hemos apuntado a hacer, no demas GENIAL",5,5,5,1,1,5,5,5,5,1,5,5,5,5,1,5,4,5,1,2,5
DISEÑO 3D,SENIOR,1807999,Chica,Bien,8,8,Buena,Buena,Buena,Bien,No sé,NO SE,Buena,Bien,Sí,Sí,8,imprimir 3D,perder en el kahoot,,3,3,3,3,3,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3
DISEÑO 3D,SENIOR,2202269,Chico,Muy bien,10,10,Muy buena,Muy buena,Regular,Muy bien,No sé,Bioquimica,Buena,Bien,Sí,Sí,10,Todo,Nada,Nada,5,4,5,3,2,3,3,4,5,1,5,5,4,4,5,4,3,5,1,3,3
DISEÑO 3D,SENIOR,2206668,Chico,Muy bien,8,8,Muy buena,No asistí,,Muy bien,Sí,no lo sé,Buena,Bien,Sí,Sí,8,diseñar en 3d,tinkercad,algunos lpices 3d,4,4,4,1,2,4,4,4,4,4,3,4,4,4,2,4,4,4,1,2,1
DISEÑO 3D,SENIOR,2410178,Chico,Muy bien,10,10,Muy buena,Muy buena,Muy buena,Muy bien,No sé,mecánico,Buena,Muy bien,Sí,No,10,El profe,Nada malo,,4,4,5,4,5,4,5,4,4,5,4,4,5,4,5,4,5,4,1,1,2
DISEÑO 3D,SENIOR,2502000,Chica,Muy bien,10,9,Muy buena,No asistí,Buena,Muy bien,Sí,alguna carrera de ciencias,Buena,Muy bien,Sí,Sí,9,laboratorios y los bolis 3d,Despertarme pronto,poner más días de diseño libre,4,5,5,2,1,4,5,4,4,2,5,4,4,4,4,4,4,5,2,2,5
DISEÑO 3D,SENIOR,2807890,Chico,Bien,9,9,Muy buena,No asistí,Buena,Muy bien,Sí,Ingeniero,Muy buena,Muy bien,Sí,Sí,9,Poder hacer tu propio diseño,Que las impresoras se estropean,Las impresoras,3,3,4,2,3,2,3,3,3,3,5,3,3,2,3,2,3,5,3,3,4
DISEÑO 3D,SENIOR,2901682,Chico,Bien,9,8,Buena,Buena,Muy buena,Bien,No sé,Cientifico,Buena,Bien,Sí,No,9,El diseño,La teoria,La calidad de las impresoras,5,4,4,2,1,3,1,4,4,2,5,5,5,4,4,4,4,4,1,3,3
DRONES,SENIOR,199254,Chico,Muy bien,10,10,Muy buena,No asistí,Muy buena,Muy bien,Sí,"teleco, ingeniería electrónica o de informática",Muy buena,Bien,Sí,Sí,10,aprender la programación y poder construir mi propio dron,algún compañero que ha molestado,La verdad es que me ha gustado mucho el curso no creo que tenga que cambiar nada,5,5,5,1,1,5,5,5,5,1,5,5,5,5,1,5,5,4,1,2,5
DRONES,SENIOR,306080,Chico,Bien,9,9,Muy buena,No asistí,Muy buena,Muy bien,Sí,Ingeniería aeroespacial,Muy buena,Muy bien,Sí,Sí,9,El Terrabot y la teoría sobre vehículos aéreos.,El primer día.,Espacio del patio.,5,5,4,1,1,4,4,4,4,1,5,4,4,4,3,4,4,4,1,1,4
DRONES,SENIOR,310825,Chico,Bien,10,10,Muy buena,Muy buena,Muy buena,Bien,Sí,Piloto o ingeniero aeronáutico.,Muy buena,Muy bien,Sí,Sí,10,Los datos interesantes y me ha gustado mucho volar drones y enterarme de los ziplines (drones ambulancia en Africa).,"No había nada malo, a mi personalmente no se me da muy bien la programación, pero todo genial.",La verdad que no se me ocurre nada.,4,5,4,2,1,4,5,3,4,4,5,5,4,5,3,2,5,4,1,3,3
DRONES,SENIOR,403947,Chico,Bien,9,9,Buena,No asistí,Buena,Muy bien,Sí,Ingeniero mecatronico,Muy buena,Muy bien,Sí,Sí,9,El Terrabot,No se,No se,5,5,5,1,1,3,5,5,5,5,5,4,5,5,1,5,4,5,1,4,5
DRONES,SENIOR,805382,Chico,Muy bien,9,9,Muy buena,No asistí,Muy buena,Muy bien,Sí,Ingeniería,Buena,Muy bien,Sí,Sí,9,"4º dia, Terrabot",1er dia,El espacio para el descanso,4,4,5,2,1,3,4,4,4,2,5,4,4,3,3,4,2,5,1,3,5
DRONES,SENIOR,1010827,Chico,Bien,9,7,Muy buena,Muy buena,Muy buena,Bien,Sí,A pilotar drones,Muy buena,Muy bien,Sí,Sí,9,Programar,Teoria,Menos teoría,4,4,4,2,2,3,4,3,4,2,4,4,4,3,3,4,4,4,2,5,4
DRONES,SENIOR,1206306,Chico,Bien,10,10,Buena,No asistí,Muy buena,Muy bien,Sí,Ingeniero Industrial,Muy buena,Muy bien,Sí,Sí,10,El laser,Eso codigo,En la presentación de drones  parece que se trabajará más práctico pero cuando lo haces es código principalmente.,5,5,5,1,1,5,5,5,5,1,5,5,5,5,1,5,5,5,1,2,5
DRONES,SENIOR,1307570,Chico,Regular,9,9,Muy buena,No asistí,Regular,Regular,No sé,A pilotar aviones,Buena,Bien,Sí,Sí,8,Programar,Teoría,Menos teoría,4,3,4,1,3,1,4,2,4,3,3,4,3,2,5,3,3,4,2,5,3
DRONES,SENIOR,1312000,Chica,Muy bien,10,10,Muy buena,No asistí,Buena,Muy bien,No sé,Ciencias,Buena,Bien,Sí,Sí,8,la charla de cuadricópteros comerciales,no tener profesor de apoyo,nombrar a los cursos acordes con lo que se trata.,4,4,5,1,1,3,5,4,4,4,5,5,5,4,2,2,4,2,1,1,3
DRONES,SENIOR,1608055,Chico,Muy bien,10,10,Muy buena,Muy buena,Muy buena,Muy bien,Sí,Medicina,Muy buena,Muy bien,Sí,Sí,10,Jugar con drones,No se,Esta todo muy bien,5,5,5,5,5,5,5,5,5,5,5,4,5,4,5,5,5,5,1,5,5
DRONES,SENIOR,1611000,Chico,Muy bien,9,9,Muy buena,No asistí,Buena,Bien,No sé,Programación,Buena,Muy bien,Sí,Sí,10,Todo,Nada,Mejorar las placas ya que muchas están rotas,4,3,4,1,3,3,3,3,4,3,4,4,3,3,2,3,3,4,1,2,4
DRONES,SENIOR,1802670,Chico,Muy bien,9,8,Muy buena,Buena,Buena,Muy bien,Sí,Ingeniería Mecatrónica,Muy buena,Bien,Sí,Sí,10,Me ha encantado la teoría que nos han dado el ultima día sobre la evolución de los drones voladores. Tambien. Me ha gustado como debíamos primero entender las matemáticas detras del problema y luego intentar aplicar eso en arduino. Permitía al alumno utilizar su lógica y su propia creatividad para resolver los problemas.,Me hubiera gustado que el curso hubiera durado un poco mas. Y que la t,Hubiera preferido que en vez de centrarse en los basicos de arduino se centrara mas en sus aplicaciones en drones,5,4,4,1,2,5,4,4,5,2,5,4,4,5,3,4,5,4,1,2,3
DRONES,SENIOR,1809761,Chico,Bien,9,9,Muy buena,No asistí,,Muy bien,Sí,Algo relacionado con las ciencias,Buena,Muy bien,Sí,Sí,9,Aprender a hacer códigos de arduino,La teoría por las mañanas,Yo creo que se podría dar una explicación al principio especial hacia los codigos de arduino,4,5,5,1,1,4,5,5,5,5,5,5,5,5,2,4,5,5,1,2,5
DRONES,SENIOR,2101370,Chico,Muy bien,10,10,Buena,No asistí,Muy buena,Muy bien,No,Farmacia,Buena,Regular,Sí,Sí,10,El aerobot,Que no hemos hecho un cuadricoptero,"Me parece un muy buen curso, pero los primeros días es muy parecido a electrónica o automatización",5,5,5,1,1,5,5,5,5,1,5,1,5,5,3,5,5,5,1,1,5
DRONES,SENIOR,2203364,Chico,Muy bien,10,10,Buena,Buena,Muy buena,Muy bien,Sí,ser genetista,Muy buena,Bien,Sí,Sí,9,poder controlar los drones y todo los sistemas Arduino.,que dure tan poco.,la duración del curso.,5,5,5,1,1,5,5,5,5,1,5,5,5,5,1,5,5,5,1,1,5
DRONES,SENIOR,2207915,Chico,Bien,9,9,Muy buena,No asistí,,Muy bien,Sí,Ingeniería Industrial,Muy buena,Muy bien,Sí,Sí,10,La construcción de drones,La teoría,La revisión de los ordenadores,5,5,3,1,1,3,5,4,5,3,4,5,5,4,4,3,4,4,1,4,4
DRONES,SENIOR,2211745,Chico,Bien,9,9,Muy buena,Muy buena,Muy buena,Muy bien,Sí,Ingeniería Industrial o Ingeniería de Telecomunicaciones,Muy buena,Muy bien,Sí,Sí,10,El resultado final de la programación,"Los simbolos que son necesarios y que a veces, cuesta encontrarlos.","No, me ha encantado!!!!!",5,5,5,1,1,5,5,5,5,1,5,5,5,5,3,5,5,5,1,1,5
DRONES,SENIOR,2403282,Chico,Muy bien,10,10,Muy buena,Muy buena,Buena,Muy bien,Sí,Ingeniero,Muy buena,Muy bien,Sí,Sí,10,La teoría llevadera,"Nada, ta perfect","Nada, ta perfect",5,5,5,1,1,4,4,5,4,2,4,5,5,1,3,4,3,5,2,3,4
DRONES,SENIOR,2405749,Chico,Muy bien,9,10,Buena,Muy buena,Muy buena,Regular,Sí,pues no se,Muy buena,Bien,Sí,Sí,9,arduino teoria programacion,"no iba el globo, la hora de entrada...",la hora de entrada y algun material,5,5,5,4,3,5,4,4,5,1,5,5,4,5,2,5,3,5,1,2,5
DRONES,SENIOR,2609256,Chico,Regular,9,9,Muy buena,No asistí,Buena,Muy bien,Sí,ingenieria,Buena,Bien,Sí,Sí,8,el siguelineas,La teoria (no la entiendo),nada,4,4,4,2,4,3,5,3,5,1,5,4,4,5,4,3,4,4,1,3,4
DRONES,SENIOR,2709421,Chico,Bien,9,9,Muy buena,No asistí,Buena,Muy bien,Sí,Ingeniero,Buena,Bien,Sí,Sí,9,Hacer nuestro propio dron,Teoría pero es necesario.,Nada,4,4,4,2,2,5,5,4,5,2,5,4,4,4,1,4,5,5,1,1,4
DRONES,SENIOR,2901314,Chico,Bien,10,10,Muy buena,Muy buena,Buena,Bien,No sé,arquitectura,Buena,Muy bien,Sí,Sí,8,todo,nada,nada,4,4,3,1,3,2,4,4,3,2,5,4,3,3,4,3,3,4,2,4,5
DRONES,SENIOR,2901873,Chico,Regular,9,9,Buena,Regular,Buena,Bien,No sé,Cientifico,Buena,Bien,Sí,No,8,Terminar los drones,Programarlos,La facilidad,3,4,4,1,1,3,3,3,4,1,4,4,4,3,3,5,4,4,1,3,3
DRONES,SENIOR,2909080,Chico,Bien,9,9,Muy buena,No asistí,Muy buena,Bien,No sé,No se,Buena,Bien,Sí,Sí,9,Aprender a programar,Las pantallas,No se,4,4,4,2,2,3,4,4,4,2,4,4,3,4,2,4,4,4,2,2,4
EDICION DE FOTO Y VIDEO,JUNIOR,2011,Chico,Bien,3,10,Muy buena,Muy buena,,Muy bien,No sé,contrutor,Me da igual,Muy bien,Sí,Sí,10,aprender,nada,video,1,1,1,5,5,1,1,1,1,1,5,2,3,4,2,4,1,1,1,5,4
EDICION DE FOTO Y VIDEO,JUNIOR,17000,Chico,Bien,9,10,Mala,Mala,Mala,Bien,No,youtuber,Mala,Regular,Sí,Sí,8,el photoshop,l premier,no,1,1,1,5,5,1,1,1,1,5,1,2,1,1,1,1,2,1,5,5,2
EDICION DE FOTO Y VIDEO,JUNIOR,108000,Chica,Muy bien,9,1,No asistí,No asistí,Muy buena,Bien,Sí,Astrofísica,Buena,Muy bien,Sí,Sí,8,Edición de foto,creo que podríamos haberlo hecho más profesionalmente.,el funcionamiento de los ordenadores,5,5,5,1,2,4,5,4,5,1,5,5,4,4,5,4,3,4,1,3,3
EDICION DE FOTO Y VIDEO,JUNIOR,109000,Chico,Muy bien,10,10,No asistí,No asistí,,Muy bien,No sé,Tele comunicaciones,Buena,Muy bien,Sí,Sí,10,Aprender nuevas cosas y hacer nuevos amigos,Bastantes cosas dificiles,No sé,4,3,5,2,3,3,3,4,4,4,4,3,3,3,4,3,5,4,1,5,4
EDICION DE FOTO Y VIDEO,JUNIOR,149485,Chica,Bien,8,8,Muy buena,Buena,Buena,Bien,No,No lo se.,Buena,Bien,Sí,Sí,8,editar fotos,nada,nada,3,3,5,3,3,4,3,4,4,2,5,4,4,5,4,3,3,3,3,3,3
EDICION DE FOTO Y VIDEO,JUNIOR,225000,Chico,Bien,9,10,No asistí,No asistí,,Muy bien,No sé,Piloto de Fórmula 1,Buena,Muy bien,Sí,Sí,8,Photoshop,Premier,Nada,4,4,4,1,3,2,4,3,3,3,5,4,3,4,2,3,5,5,2,2,4
EDICION DE FOTO Y VIDEO,JUNIOR,228000,Chica,Regular,10,10,No asistí,No asistí,,Muy bien,Sí,doctora (pediatra),Me da igual,Regular,Sí,No,9,aprender un mogollonaco de cosas utiles para el futuro,muchas cosas que no entendía.,nada,4,5,5,1,1,2,5,4,4,5,5,3,5,4,2,1,5,4,1,1,3
EDICION DE FOTO Y VIDEO,JUNIOR,316287,Chico,Bien,10,10,No asistí,No asistí,Muy buena,Bien,Sí,mecánico de un equipo de la f1,Muy buena,Muy bien,Sí,Sí,10,algo,algo,los ordenadores,4,4,4,2,2,4,4,3,4,2,4,4,4,4,3,4,4,4,2,3,4
EDICION DE FOTO Y VIDEO,JUNIOR,410000,Chico,Muy bien,10,1,No asistí,No asistí,Buena,Bien,No,Desarrollador web editor,Me da igual,Bien,No,Sí,7,Photoshop y mascaras,El primer día,Añadir un curso de Adobe After Effects completo,4,4,5,2,3,4,4,3,4,3,4,5,4,3,2,3,4,4,2,2,4
EDICION DE FOTO Y VIDEO,JUNIOR,504000,Chica,Bien,8,7,No asistí,No asistí,Buena,Bien,No,No lo se,Me da igual,Regular,Sí,No,6,era divertido,Que hemos estado demasiado con el ordenador,,3,2,5,2,3,2,2,4,4,3,4,4,2,4,1,3,3,4,2,2,4
EDICION DE FOTO Y VIDEO,JUNIOR,506000,Chico,Bien,10,1,No asistí,No asistí,Muy buena,Bien,Sí,realizador de cine,Buena,Muy bien,Sí,Sí,10,Editar fotos,nada,nada,4,3,5,1,3,1,4,4,4,3,5,3,3,4,3,3,4,4,2,5,4
EDICION DE FOTO Y VIDEO,JUNIOR,710000,Chica,Muy bien,10,1,No asistí,No asistí,Muy buena,Muy bien,Sí,Al teatro o a la gastronomía.,Buena,Muy bien,Sí,Sí,10,Editar foto.,Me ha gustado todo.,Creo que todo está muy bien.,4,4,5,1,2,5,4,4,4,3,5,5,4,5,2,3,5,5,1,1,5
EDICION DE FOTO Y VIDEO,JUNIOR,710515,Chica,Muy bien,10,10,No asistí,No asistí,Regular,Muy bien,Sí,zoóloga,Buena,Muy bien,Sí,Sí,8,editar videos,lo mas complicado de photoshop,"en cuantos al rato de la mañana que estamos aqui, creo que deberia ser una hora menos",5,5,4,4,1,3,5,1,4,1,5,3,4,4,1,5,3,5,1,5,4
EDICION DE FOTO Y VIDEO,JUNIOR,802000,Chica,Bien,8,7,No asistí,No asistí,Buena,Muy bien,No sé,Todavía no lo sé.,Buena,Muy bien,Sí,Sí,7,Los ordenadores.,El recreo.,,4,4,4,2,3,2,3,4,4,5,5,5,3,4,4,1,4,4,2,4,4
EDICION DE FOTO Y VIDEO,JUNIOR,903000,Chica,Regular,10,1,No asistí,No asistí,Muy buena,Muy bien,No sé,Al teatro.,Buena,Muy bien,Sí,Sí,8,los compañeros,nada,hacer este cuestionario tambien al principio oral con el profesor,3,4,5,1,3,4,3,2,5,3,5,5,4,4,3,3,5,5,1,1,5
EDICION DE FOTO Y VIDEO,JUNIOR,1001051,Chica,Muy bien,10,1,No asistí,No asistí,Muy buena,Bien,No sé,A algo relacionado con la ingeniería,Muy buena,Muy bien,Sí,Sí,10,Cuando aprendimos a usar las máscaras de capa,Cuando hicimos el stop motion,"los ordenadores, van un poco lento",4,5,5,1,1,4,4,3,5,1,5,5,4,5,2,3,4,5,1,1,5
EDICION DE FOTO Y VIDEO,JUNIOR,1206000,Chica,Bien,10,1,No asistí,No asistí,Muy buena,Bien,No sé,No lo se que quiero ser pero creo que me quiero ir por ciencias,Muy buena,Muy bien,Sí,Sí,10,Los compañeros y la profesora que me han tocado,Que a veces no iban los ordenadores,intentar que los ordenadores funcionen mejor o comprar unos nuevos,4,4,3,1,4,3,4,4,4,2,5,3,4,4,2,2,5,3,1,3,2
EDICION DE FOTO Y VIDEO,JUNIOR,1308000,Chico,Regular,10,1,No asistí,No asistí,Muy buena,Muy bien,No,No lo se,Muy buena,Muy bien,Sí,Sí,10,Editar,Nada,Nada,5,4,5,1,5,5,3,4,5,5,5,5,5,5,4,1,5,5,1,1,3
EDICION DE FOTO Y VIDEO,JUNIOR,1310000,Chica,Bien,8,10,No asistí,No asistí,,Bien,Sí,policia informática,Buena,Bien,Sí,Sí,8,"pintar, recortar y pegar",premiere,nose,4,4,5,3,2,4,4,3,4,4,5,4,4,4,4,2,5,5,1,4,4
EDICION DE FOTO Y VIDEO,JUNIOR,1402000,Chico,Bien,7,8,No asistí,No asistí,Muy buena,Bien,No sé,no se,Buena,Bien,Sí,Sí,7,Photoshop,los ordenadores,no se,4,3,4,5,4,3,4,5,4,3,4,5,4,2,3,4,5,3,4,2,5
EDICION DE FOTO Y VIDEO,JUNIOR,1510000,Chico,Muy bien,9,1,No asistí,No asistí,Buena,Bien,No sé,No tengo nada pensado,Muy buena,Regular,Sí,Sí,10,phtoshop,Que mi al ordenador AA25C03P01 no le funciona muy bienel espacio,Todos tenemos que cambiar a mejor,5,4,5,1,3,5,3,4,5,5,4,4,3,5,1,3,3,4,1,1,4
EDICION DE FOTO Y VIDEO,JUNIOR,1809000,Chica,Muy bien,10,10,No asistí,No asistí,,Muy bien,Sí,Profesora de ciencias o  abogada,Muy buena,Muy bien,Sí,Sí,10,Cuando la maestra nos enseñaba a editar fotos.,"A la hora de socializar era complejo, dado a que estamos la mayoría del tiempo en el ordenador.","Nada, todo está bien.",5,4,5,1,2,5,4,5,5,2,5,5,4,5,1,4,5,5,1,1,5
EDICION DE FOTO Y VIDEO,JUNIOR,1812000,Chica,Muy bien,10,6,Mala,Mala,,Muy bien,No,No se...,Me da igual,Bien,Sí,Sí,10,Todo,A veces aburrido,Que sean actividades más divertidas,4,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
EDICION DE FOTO Y VIDEO,JUNIOR,2103000,Chica,Muy bien,10,1,No asistí,No asistí,Muy buena,Muy bien,Sí,ingenieria agricola,Muy buena,Muy bien,Sí,Sí,10,he aprenddo muchas cosas que me serviran,no ha habido nada malo,"nada, esta todo genial",5,4,5,1,2,4,4,4,5,2,5,5,4,5,1,4,5,5,1,2,5
EDICION DE FOTO Y VIDEO,JUNIOR,2203000,Chica,Muy bien,10,8,No asistí,No asistí,Mala,Muy bien,Sí,No se,Muy buena,Muy bien,Sí,Sí,10,Ver las fotos de los compañeros y mias en drive,No se podia poner volumen alto porque habia mucha gente,No se,5,5,5,1,1,3,5,5,5,3,5,5,5,5,1,3,4,4,1,2,3
EDICION DE FOTO Y VIDEO,JUNIOR,2205000,Chico,Bien,8,8,No asistí,No asistí,Muy buena,Muy bien,No,No lo sé pero a Ciencias no.,Buena,Muy bien,Sí,Sí,8,El Stopmotion,Que un día me dolió la cabeza de tanto ordenador.,En poner más material para hacer las actividades.,3,1,5,1,5,4,1,4,4,5,4,2,1,3,3,1,4,5,5,1,5
EDICION DE FOTO Y VIDEO,JUNIOR,2306000,Chico,Muy bien,10,1,Mala,Mala,Muy buena,Muy bien,Sí,Creador de piezas de coches super deportivos,Muy buena,Muy bien,Sí,Sí,10,todo,nada,nada,5,5,5,1,1,5,5,5,5,1,5,5,5,5,1,5,5,5,1,1,5
EDICION DE FOTO Y VIDEO,JUNIOR,2502000,Chico,Muy bien,10,1,No asistí,No asistí,Regular,Muy bien,Sí,A alguna carrera de ciencias,Muy buena,Muy bien,Sí,Sí,10,Editar fotos,Nada,Me gustaría entrar media hora más tarde,5,5,4,1,1,4,5,5,5,1,5,5,5,5,5,5,5,4,1,5,4
