Curso,Nivel,Codigo,Genero,Adaptacion,Puntuacion_profesor,Puntuacion_apoyo,Laboratorios_escuela,Laboratorios_comunicaciones,Sensibilizacion_ONG,Material,Ingenieria_despues,Dedicacion,Valoracion_ingenierias,Nivel_matematicas,Recomendacion,Repetir,Puntuacion_curso,Mejor_curso,Peor_curso,Mejorar,Gustar,Estudiar,Entender,No_entender,Profesional,Actividades,Carrera,Facilidad,Disfrutar,No_trabajo,Mundo_mejor,Interes_asignaturas,Salida_profesional,Actividades_instituto,Dificultad_asignaturas,Trabajo,Respeto_cientificos,Efecto_vidas,No_gustar,Examenes,Decisiones_personales
EDICION DE FOTO Y VIDEO,SENIOR,1502542,Chica,Regular,9,9,No asistí,No asistí,Buena,Regular,Sí,Astronauta,Buena,Muy bien,Sí,Sí,8,El proceso de montar los videos/fotos.,Los ordenadores a veces se quedaban pillados.,"La hora de entrada, es demasiado pronto.
Poner en la encuesta el genero no binario, hay gente que no se siente identificada ni con el femenino ni con el masculino y es importante darles visibilidad.",5,5,5,1,1,4,5,5,5,2,5,4,5,5,3,4,3,5,1,2,5
EDICION DE FOTO Y VIDEO,SENIOR,1708698,Chico,Muy bien,8,10,Buena,Buena,Buena,Bien,Sí,Baloncestita,Buena,Muy bien,Sí,Sí,8,Editar,Duración,Duración/Hora,4,4,4,1,1,2,4,4,3,2,5,5,4,4,2,3,3,5,2,1,2
EDICION DE FOTO Y VIDEO,SENIOR,1903000,Chico,Bien,7,3,Regular,Regular,Regular,Bien,No,youtuber y ejecutor financiero,Buena,Muy bien,No,No,8,editar videos,editar foto,pues que si no te gusta hacer una determinada cosa tienes que hacerlo pero te tienen que respetar,1,1,4,2,5,1,1,3,2,5,4,3,1,3,3,1,3,3,5,2,4
EDICION DE FOTO Y VIDEO,SENIOR,1912000,Chica,Muy bien,10,9,Muy buena,No asistí,Mala,Muy bien,No sé,Todavía no lo sé.,Muy buena,Muy bien,Sí,No,10,La edición de vídeos.,Editar la foto para conseguir que se parezca a la editada,Nada.,5,3,5,1,2,4,3,5,4,1,5,3,4,5,5,5,5,5,1,5,5
EDICION DE FOTO Y VIDEO,SENIOR,2105234,Chica,Bien,9,10,Buena,Buena,Buena,Muy bien,No sé,no lo tengo claro,Buena,Bien,Sí,Sí,8,La edición de fotos y video,la hora de entrada,Las horas de entrada y salida,3,3,4,2,3,3,3,4,3,3,3,3,2,3,4,3,2,4,3,3,2
EDICION DE FOTO Y VIDEO,SENIOR,2205000,Chico,Muy bien,10,1,No asistí,No asistí,Buena,Muy bien,Sí,Ingeniero,Muy buena,Bien,Sí,Sí,10,La libertad al editar,La letra de Gabriela,Cambiar los portátiles con los teclados en Alemán,5,5,5,2,1,4,5,4,5,1,5,4,4,4,2,5,4,5,1,3,4
EDICION DE FOTO Y VIDEO,SENIOR,2303809,Chico,Bien,8,1,No asistí,No asistí,Buena,Muy bien,No sé,inforrmatica,Buena,Muy bien,Sí,Sí,9,La musica que escogemos B),La letra de Gabriela,el espacio de los discos,4,5,5,2,1,2,4,5,4,3,5,2,3,3,4,3,4,4,2,5,3
EDICION DE FOTO Y VIDEO,SENIOR,2502000,Chica,Bien,10,9,Muy buena,No asistí,Buena,Muy bien,Sí,no sé,Buena,Muy bien,Sí,Sí,9,La edición de fotos,El no tener tantos días de video,Más días de edición de video,4,5,5,1,1,3,4,4,4,2,5,4,4,4,4,5,4,4,1,2,5
EDICION DE FOTO Y VIDEO,SENIOR,2708000,Chica,Muy bien,10,10,Muy buena,Muy buena,Buena,Muy bien,Sí,No se,Muy buena,Muy bien,Sí,Sí,10,Aprender a manejar Photoshop,NO se,NO,5,5,5,1,1,5,5,5,5,1,5,5,5,5,1,5,3,5,1,1,5
EDICION DE FOTO Y VIDEO,SENIOR,2807890,Chico,Muy bien,9,1,No asistí,No asistí,Buena,Bien,Sí,Ingeniero,Muy buena,Muy bien,Sí,Sí,9,Poder hacer tu propio vídeo editándolo,Nada,Nada,3,3,4,2,3,2,2,3,2,4,5,3,2,2,3,2,3,4,3,2,4
EDICION DE FOTO Y VIDEO,SENIOR,3007496,Chico,Bien,10,1,Muy buena,Buena,Buena,Bien,Sí,Ingenieria informatica,Muy buena,Bien,Sí,Sí,9,Edicion de video,Nada ha sido malo,No,4,5,5,1,2,3,4,4,4,2,4,5,5,4,3,3,4,4,1,3,3
EDICION DE FOTO Y VIDEO,SENIOR,3110083,Chica,Muy bien,10,10,No asistí,No asistí,Buena,Muy bien,Sí,Una ingeniería,Muy buena,Muy bien,Sí,Sí,10,El proyecto libre del Jueves y el Viernes,Nada,Nada,5,5,5,1,2,4,5,4,5,3,5,4,4,4,2,3,4,5,1,2,5
EDICION DE FOTO Y VIDEO,SENIOR,9720217000,Chico,Regular,10,10,Muy buena,No asistí,Muy buena,Bien,Sí,Ser profesor de Matemáticas,Buena,Muy bien,Sí,No,7,los kahoots,la parte de edición de foto,,4,5,5,1,1,1,5,3,4,5,5,4,5,4,4,1,4,5,4,4,5
EMPRENDE ICADE,SENIOR,106215,Chico,Bien,10,10,No asistí,No asistí,Buena,Bien,Sí,Ingeniero,Muy buena,Bien,Sí,Sí,7,Presentar el trabajo de toda la semana a un jurado,La hora de entrada,Hacer más dinamicas,4,4,4,1,1,3,4,4,4,2,5,4,4,4,2,4,4,4,2,2,4
EMPRENDE ICADE,SENIOR,115015,Chica,Bien,9,7,No asistí,No asistí,Buena,Bien,No sé,No sé,Me da igual,Bien,Sí,Sí,10,Post it’s,No sé,Nada,3,3,4,3,3,3,3,3,4,3,5,3,3,3,3,3,5,5,3,4,3
EMPRENDE ICADE,SENIOR,204337,Chica,Bien,10,10,No asistí,No asistí,Buena,Muy bien,No,Algo relacionado con relaciones internacionales,Me da igual,Bien,Sí,Sí,9,Trabajar en grupo y siempre dinámico,Horarios,Yo añadiría más dinámicas como las de harvard,1,1,1,3,5,1,1,3,1,5,3,1,1,1,2,1,3,2,5,2,2
EMPRENDE ICADE,SENIOR,241096,Chico,Muy bien,10,10,No asistí,No asistí,Muy buena,Muy bien,No,"Me encantaría estudiar una muy buena carrera relacionada con ADE (como E4 Boston-ICADE) para poder dedicarme a mi pasión, los hoteles.",Mala,Muy bien,Sí,Sí,10,"La seriedad, el proceso, y el nivel.",Que los inversores no estuviesen presenciales en el elevator pitch.,Tal vez más trabajos individuales,2,1,5,2,4,2,2,4,2,5,5,2,2,2,3,1,5,5,3,1,5
EMPRENDE ICADE,SENIOR,410780,Chico,Bien,10,10,No asistí,No asistí,Muy buena,Muy bien,No sé,Ingeniero mecánico,Muy buena,Muy bien,Sí,Sí,8,Loa dinámica de Harvard,la hora de llegada,la hora de llegada,4,3,5,2,4,4,4,4,5,3,5,4,4,4,3,4,4,5,2,3,3
EMPRENDE ICADE,SENIOR,507771,Chica,Bien,9,9,No asistí,No asistí,Muy buena,Bien,No,notaria,Me da igual,Bien,No,No,9,Actividad Harvard,Post-its,Post-its,4,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
EMPRENDE ICADE,SENIOR,703879,Chica,Muy bien,10,10,Muy buena,No asistí,Buena,Muy bien,No sé,no se,Me da igual,Regular,Sí,Sí,10,la gente,Las horas,nada,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
EMPRENDE ICADE,SENIOR,806041,Chico,Bien,9,9,No asistí,No asistí,Buena,Bien,No,No lo sé,Me da igual,Regular,Sí,Sí,8,La simulacion de harvard,El horario,,2,2,3,2,4,2,2,2,2,4,3,2,2,2,4,2,3,3,4,4,3
EMPRENDE ICADE,SENIOR,910628,Chico,Muy bien,10,10,No asistí,No asistí,Mala,Bien,Sí,Ser millonario,Buena,Muy bien,Sí,Sí,10,Que los jueces nos dieran una buena puntuación,Los ordenadores van muy lento respecto al disco duro no a los demas componentes,Nada se trabaja muy bien y los profesores son muy majos,5,5,5,1,2,5,4,5,5,4,5,5,5,5,4,3,3,4,1,5,5
EMPRENDE ICADE,SENIOR,1010762,Chica,Muy bien,9,9,No asistí,No asistí,Buena,Muy bien,No sé,ADE + business analytics a lo mejor,Mala,Bien,Sí,Sí,10,La dinámica de Harvard y el prototipado,"La hora de comienzo es muy pronto, y el primer día un poco más rollo",Que haya más dinámicas diferentes como la de Harvard y que sea un poco más teórico para aprender algo más,4,4,5,1,3,3,4,4,4,2,4,4,4,4,3,1,2,4,1,5,4
EMPRENDE ICADE,SENIOR,1203933,Chica,Muy bien,10,9,No asistí,No asistí,Buena,Muy bien,Sí,Me gustaría estudiar un doble grado en Matemáticas Puras+Ingeniería Informática,Muy buena,Muy bien,Sí,Sí,9,La dinámica de Harvard,La hora de comienzo es muy pronto y el primer día fue un poco más rollo,Más juegos,5,5,5,1,1,5,5,5,5,1,5,5,5,5,1,5,5,5,1,1,5
EMPRENDE ICADE,SENIOR,1204204,Chico,Muy bien,10,10,No asistí,No asistí,Buena,Muy bien,Sí,Ingeniería empresarial o cualquier ingeniería relacionada con negocios y ade,Buena,Muy bien,Sí,Sí,10,"Dinámica de Harvard, Elevator Pitch",Hora de inicio muy temprano,Más dinámica online,3,3,3,3,3,2,4,4,4,3,5,3,5,4,4,4,5,5,2,3,4
EMPRENDE ICADE,SENIOR,1503393,Chica,Muy bien,10,10,No asistí,No asistí,Buena,Muy bien,No,Empresariales,Buena,Muy bien,Sí,Sí,10,Como estaba organizado y el trabajo en equipo entre otras cosas,No hay nada malo pero yo haría algo para que se pudiera trabajar con todos los de la clase,"No creo, esta todo genial :)",4,3,4,2,4,3,3,4,4,4,4,4,2,4,4,2,3,3,1,3,4
EMPRENDE ICADE,SENIOR,1601458,Chico,Bien,8,8,No asistí,No asistí,Buena,Bien,Sí,Ingeniería informática e inteligencia artificial,Muy buena,Muy bien,Sí,No,8,"La oportunidad de trabajar en equipo, y los accesible que era el material.","La primera sesión de la semana fue un poco lenta (entrevistar a estudiantes, idear un plan basado en las respuestas).","Materiales (que no sean mapas para trabajar, sino reglas, pegamento, etc)",5,5,5,1,1,5,5,4,5,1,5,5,5,5,3,5,4,5,1,4,5
EMPRENDE ICADE,SENIOR,1606507,Chico,Bien,10,10,No asistí,No asistí,Buena,Muy bien,No,No lo se,Buena,Regular,Sí,Sí,10,El everest,Nada,El prototipo sería mejor hacerlo en digital,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3
EMPRENDE ICADE,SENIOR,1610374,Chico,Muy bien,10,10,No asistí,No asistí,Muy buena,Muy bien,No sé,Empresario,Buena,Bien,Sí,Sí,10,Las actividades y profesores,Madrugar,Madrugar,4,3,5,1,3,5,3,4,4,2,5,2,3,4,3,3,4,4,1,2,4
EMPRENDE ICADE,SENIOR,1701952,Chico,Muy bien,10,10,No asistí,No asistí,Muy buena,Muy bien,Sí,Ingeniero,Muy buena,Bien,Sí,Sí,10,La dinámica en grupo,"Nada, está muy bien",Que nosotros eligiésemos los proyectos,5,5,4,1,1,4,5,5,5,1,5,5,5,5,1,5,3,5,1,1,5
EMPRENDE ICADE,SENIOR,1702418,Chica,Regular,10,10,Mala,Mala,Muy buena,Muy bien,Sí,militar,Me da igual,Regular,No,No,4,l,la gente,Los decsnaoss,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
EMPRENDE ICADE,SENIOR,1705326,Chica,Bien,10,10,No asistí,No asistí,Muy buena,Bien,Sí,Biomedicina o Derecho,Buena,Regular,Sí,Sí,7,La gente,El horario,Nada,3,4,4,3,2,2,4,3,3,4,5,3,4,3,4,4,2,5,3,3,3
EMPRENDE ICADE,SENIOR,1801010,Chico,Bien,10,10,No asistí,No asistí,Buena,Muy bien,Sí,.,Muy buena,Muy bien,Sí,No,10,CARMETTA Y FER,.,.,5,5,5,1,1,5,5,5,5,3,3,5,5,5,1,3,5,5,1,1,5
EMPRENDE ICADE,SENIOR,1812449,Chica,Bien,9,9,No asistí,No asistí,Muy buena,Muy bien,No,business woman,Me da igual,Bien,Sí,No,9,actividad de Harvard o la presentación de ideas a jueces,un poco largo,digitalización,2,1,4,1,1,1,2,5,5,1,5,5,1,5,1,1,3,4,1,1,2
EMPRENDE ICADE,SENIOR,1901355,Chico,Muy bien,10,10,No asistí,No asistí,Muy buena,Muy bien,Sí,Ciberseguridad,Muy buena,Muy bien,Sí,Sí,10,Todos los temas dados y las mecánicas,Nada,,5,5,5,1,1,5,5,5,5,1,5,5,5,5,5,5,5,5,1,3,5
EMPRENDE ICADE,SENIOR,2106000,Chica,Bien,10,10,No asistí,No asistí,Buena,Bien,No sé,No sé,Buena,Bien,Sí,Sí,10,Las experiencias,Nada,,4,3,5,2,3,3,3,4,4,3,4,4,4,4,2,3,3,3,2,2,3
EMPRENDE ICADE,SENIOR,2207488,Chico,Bien,9,9,No asistí,No asistí,Buena,Muy bien,No,"No lo sé todavía, ADE más algo seguramente.",Buena,Bien,Sí,Sí,8,La planificación y las actividades.,Madrugar.,Más teoría,3,1,4,2,1,3,1,4,3,5,5,4,1,3,4,1,5,4,3,5,4
EMPRENDE ICADE,SENIOR,2211155,Chico,Bien,10,10,No asistí,No asistí,Muy buena,Muy bien,No sé,No se,Buena,Bien,Sí,Sí,10,Lo que he aprendido,LA hora  ala que empieza,La hora de entrada,3,2,5,2,4,3,1,4,4,5,5,2,2,4,2,2,3,5,2,2,5
EMPRENDE ICADE,SENIOR,2212121,Chico,Muy bien,10,10,No asistí,No asistí,Buena,Bien,No sé,No se,Me da igual,Muy bien,Sí,Sí,10,Los profesores,La hora de llegada,Nada,4,3,4,4,4,3,4,3,4,3,3,3,3,3,3,3,3,3,4,3,3
EMPRENDE ICADE,SENIOR,2404467,Chico,Muy bien,10,10,No asistí,No asistí,Muy buena,Muy bien,Sí,Astrofísica,Muy buena,Muy bien,Sí,Sí,10,La exposición final.,Algunas partes se han hecho algo pesadas.,Utilizar más los ordenadores.,5,5,5,1,1,5,5,5,5,1,5,5,5,5,3,5,5,5,1,3,5
EMPRENDE ICADE,SENIOR,2404467,Chico,Muy bien,10,10,No asistí,No asistí,Muy buena,Muy bien,Sí,Astrofísica,Muy buena,Muy bien,Sí,Sí,10,La exposición final.,Apenas hemos utilizado ordenadores.,Utilizar más los ordenadores.,5,5,5,1,5,5,5,4,5,1,5,5,5,5,3,5,5,5,1,3,5
EMPRENDE ICADE,SENIOR,2502741,Chico,Muy bien,9,9,No asistí,No asistí,Buena,Bien,Sí,Informático,Buena,Bien,Sí,Sí,9,Los profesores,Poca tecnología,Añadir más tecnología,5,5,3,1,1,4,5,5,3,5,5,5,5,4,4,5,2,4,1,1,4
EMPRENDE ICADE,SENIOR,2504867,Chica,Bien,10,10,No asistí,No asistí,Muy buena,Muy bien,No sé,Diseño con emprendimiento,Muy buena,Bien,Sí,Sí,10,"Los compañeros de clase que me han tocado, la actividad del everest, LA COMIDA, y prácticamente todo.",NADA,NADA,4,4,5,2,2,3,2,1,2,3,5,3,2,2,5,2,4,5,3,5,5
EMPRENDE ICADE,SENIOR,2505253,Chico,Bien,10,9,No asistí,No asistí,Buena,Muy bien,Sí,biotecnologia/biomedicina/fisica,Buena,Bien,Sí,Sí,9,La manera de enseñar,No creo poder decir algo malo,,5,5,5,1,1,4,5,3,4,1,5,3,5,4,3,5,4,5,1,3,5
EMPRENDE ICADE,SENIOR,2708000,Chica,Muy bien,10,10,No asistí,No asistí,Muy buena,Muy bien,Sí,No lo se,Muy buena,Muy bien,Sí,Sí,10,La dinámicas,Exponer,Exposiciones,5,5,5,1,1,5,5,5,5,1,5,5,5,5,5,5,5,5,1,1,5
EMPRENDE ICADE,SENIOR,2709776,Chica,Muy bien,10,10,No asistí,No asistí,Muy buena,Muy bien,No,inversora de banca o abogada,Muy buena,Muy bien,Sí,Sí,10,mis profesores,la hora de comienzo,la hora de entrada,5,5,5,1,3,2,4,5,5,1,5,5,5,5,1,2,5,5,1,1,5
EMPRENDE ICADE,SENIOR,2807313,Chica,Bien,8,8,No asistí,No asistí,Buena,Bien,No sé,No sé,Buena,Bien,Sí,No,8,El trabajo en equipo y el innovar ideas,...,,3,2,4,3,3,2,2,2,2,4,4,2,2,2,3,2,3,4,2,4,3
EMPRENDE ICADE,SENIOR,3009521,Chico,Muy bien,10,10,Buena,Buena,Regular,Muy bien,Sí,No se,Buena,Bien,Sí,Sí,10,La presentación frente el jurado,La hora de llegada,No,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
EMPRENDE ICADE,SENIOR,73736472,Chico,Muy bien,10,10,No asistí,No asistí,Muy buena,Muy bien,Sí,Economías,Muy buena,Muy bien,Sí,Sí,10,Ns,Ns,La Hora de llegada,5,5,5,5,5,5,3,4,3,3,4,3,3,3,3,3,3,3,3,3,3
EMPRENDE ICADE,SENIOR,77777777,Chico,Bien,10,9,No asistí,No asistí,Mala,Regular,Sí,Ciencias,Me da igual,Regular,Sí,Sí,10,Liderazgo hardvard,La hora,La hora,3,5,5,5,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5
ENERGIAS RENOVABLES,JUNIOR,310000,Chica,Muy bien,10,10,Muy buena,No asistí,Buena,Muy bien,No,decoradora de interiores o carpintera,Muy buena,Bien,Sí,Sí,10,todo,nada,nada,4,3,3,5,3,5,2,3,5,3,2,3,3,5,3,3,4,2,1,4,1
ENERGIAS RENOVABLES,JUNIOR,403409,Chica,Bien,10,10,Buena,No asistí,Buena,Bien,No,Al derecho y la música,Buena,Muy bien,Sí,Sí,9,Los kahoots y mi compañera.,La teoría.,Las limpiadoras no deberían limpiar las pizarras.,4,2,5,2,3,2,1,3,3,2,4,1,1,2,3,2,4,3,2,4,3
ENERGIAS RENOVABLES,JUNIOR,501000,Chica,Muy bien,9,8,Buena,No asistí,Buena,Muy bien,No sé,tengo dudas,Muy buena,Muy bien,Sí,Sí,10,los proyectos,.,.,5,4,5,1,2,4,4,4,5,2,5,4,4,4,2,4,4,5,2,3,4
ENERGIAS RENOVABLES,JUNIOR,1606392,Chica,Bien,9,10,Buena,No asistí,Muy buena,Muy bien,Sí,nose,Muy buena,Bien,Sí,Sí,9,la gente y los experimentos,los videos,nose,5,4,4,1,1,5,4,4,5,1,5,4,4,5,1,4,4,3,1,2,4
ENERGIAS RENOVABLES,JUNIOR,1806000,Chico,Bien,9,7,Buena,No asistí,Muy buena,Bien,Sí,De mayor me gustaría estar relacionado con la F1.,Buena,Muy bien,Sí,Sí,9,Montar el ventilador solar.,La teoría sobre las energías renovales.,"Yo creo que no hay que cambiar nada, hacemos muchos juegos y a casi nadie le gusta la teoría pero hay que aprenderla.",4,4,4,2,2,3,3,3,4,2,4,3,4,4,2,4,4,4,2,2,4
ENERGIAS RENOVABLES,JUNIOR,1912000,Chico,Bien,9,8,Muy buena,Buena,Buena,Bien,No sé,Físico cuantico,Muy buena,Muy bien,Sí,Sí,9,El circuito eléctrico.,No sé,ni idea,5,4,5,1,2,4,5,5,5,2,5,4,4,5,1,4,4,5,1,1,3
ENERGIAS RENOVABLES,JUNIOR,2107000,Chico,Muy bien,9,8,Buena,No asistí,Buena,Bien,Sí,Algo que no sea letras,Buena,Bien,Sí,Sí,7,shell shockers,no lo se,no lo se,4,4,4,1,4,2,4,4,4,2,4,4,4,4,2,4,3,4,2,2,3
ENERGIAS RENOVABLES,JUNIOR,2204000,Chico,Bien,10,10,Muy buena,Muy buena,Muy buena,Muy bien,No sé,ser policia,Buena,Regular,Sí,Sí,10,todo,nada,nada,3,3,4,1,3,2,2,3,3,2,5,3,3,3,1,3,5,5,1,1,5
ENERGIAS RENOVABLES,JUNIOR,2206000,Chico,Bien,10,10,Buena,Muy buena,Buena,Bien,No sé,No sé,Buena,Bien,Sí,No,9,Shell shockers,NADA,Seguid así. Adoro este curso.,4,4,4,3,3,3,4,3,5,2,4,5,3,3,4,3,3,4,2,5,3
ENERGIAS RENOVABLES,JUNIOR,2501000,Chico,Muy bien,8,7,Muy buena,No asistí,Buena,Muy bien,No sé,no se,Buena,Muy bien,Sí,Sí,9,ls proyectos,el patio,la organizacion del horario,4,3,3,1,3,4,3,5,4,3,3,4,3,5,1,3,4,4,1,1,4
ENERGIAS RENOVABLES,SENIOR,1904000,Chico,Muy bien,10,10,Muy buena,No asistí,Muy buena,Muy bien,Sí,multiminllonario ganador profesional de la loteria,Muy buena,Muy bien,Sí,Sí,10,todo,las mascarillas,muchas mas chuches,5,5,5,1,1,4,5,5,5,1,4,5,5,5,1,5,5,5,1,1,5
INGENIERIA ELECTRONICA,SENIOR,606,Chico,Bien,9,9,Regular,No asistí,Mala,Bien,Sí,Ingeniero agrícola,Buena,Bien,Sí,Sí,8,Comprobar si los cables funcionan o no,No nos han dejado explotar condensadores,Horario,4,4,4,2,1,4,4,4,4,2,4,4,4,4,4,2,3,3,2,3,3
INGENIERIA ELECTRONICA,SENIOR,302594,Chico,Bien,10,10,Buena,No asistí,Buena,Muy bien,Sí,Ni idea,Muy buena,Bien,Sí,Sí,9,Me ha gustado todo en general,Me queme el dedo :/,,5,5,5,1,2,3,4,4,5,3,5,4,5,3,4,3,4,3,1,2,5
INGENIERIA ELECTRONICA,SENIOR,307566,Chica,Muy bien,10,10,Buena,No asistí,Muy buena,Muy bien,Sí,No lo sé pero alguna ingeniería,Muy buena,Bien,Sí,Sí,10,Los problemas con circuitos,Nada,,5,5,5,1,1,5,5,4,5,1,5,4,5,5,3,5,5,5,1,4,5
INGENIERIA ELECTRONICA,SENIOR,401577,Chica,Bien,10,10,Mala,No asistí,Buena,Muy bien,Sí,Nanotecnología,Buena,Bien,Sí,Sí,8,Kahoot,Laboratorios,Visita a los laboratorios,5,5,5,1,1,5,5,5,5,1,5,5,5,5,1,5,3,5,1,1,4
INGENIERIA ELECTRONICA,SENIOR,404000,Chico,Bien,9,9,Muy buena,Buena,Muy buena,Muy bien,Sí,no se,Muy buena,Muy bien,Sí,Sí,9,el ultimo dia,el primer dia,nada,5,5,5,2,2,4,4,4,4,2,4,4,4,4,2,4,4,4,2,2,4
INGENIERIA ELECTRONICA,SENIOR,703676,Chico,Muy bien,10,9,Buena,No asistí,Muy buena,Muy bien,No sé,Informática,Buena,Muy bien,Sí,Sí,9,Explotar condensadores y soldar componentes,Que empiece tan temprano,Mover el horario 1 hora,5,4,5,1,1,5,4,5,5,2,5,5,4,5,1,4,4,5,1,1,4
INGENIERIA ELECTRONICA,SENIOR,707974,Chico,Muy bien,10,10,Muy buena,Muy buena,Muy buena,Muy bien,Sí,Ingeniería,Muy buena,Muy bien,Sí,Sí,10,Todo,Nada,"Absolutamente nada, ya es perfecto",5,5,5,1,1,5,5,5,5,1,5,5,5,5,1,5,5,5,1,1,5
INGENIERIA ELECTRONICA,SENIOR,711327,Chico,Muy bien,10,10,Muy buena,No asistí,,Muy bien,Sí,Física,Muy buena,Muy bien,Sí,Sí,10,Resolver problemas de electrónica,Nada,Nada,5,5,5,1,1,5,5,5,5,1,5,5,5,5,1,5,3,5,1,1,5
INGENIERIA ELECTRONICA,SENIOR,1002620,Chico,Muy bien,10,9,Muy buena,No asistí,Buena,Muy bien,Sí,Ingeniero,Muy buena,Muy bien,Sí,Sí,10,La profesora,Que no haya explicaciones matemáticas,"Mejorar los cables (más cortos, más largos y que se enganchen mejor) y hacer el recreo más corto por que no es aprovechable y se podría usar dando más materia.
Los ppt",5,5,5,1,1,5,5,5,5,3,5,5,4,5,1,3,2,5,1,2,5
INGENIERIA ELECTRONICA,SENIOR,1005000,Chica,Muy bien,9,9,Muy buena,No asistí,Regular,Muy bien,Sí,Ingenieria industrial,Muy buena,Muy bien,Sí,Sí,9,Los problemas de circuitos,Estaria bien poder estar con gente de edad mas parecida,,5,5,5,1,1,5,5,5,5,1,5,5,5,5,1,4,3,5,1,1,5
INGENIERIA ELECTRONICA,SENIOR,1006000,Chica,Bien,10,10,Muy buena,No asistí,Buena,Muy bien,Sí,"Criminología, ingeniería y tecnología",Muy buena,Bien,Sí,Sí,10,Todo (explotar condensadores),Nada,Más días,5,5,5,1,1,5,5,5,5,1,5,5,5,5,1,3,5,5,1,3,5
INGENIERIA ELECTRONICA,SENIOR,1030233,Chica,Muy bien,10,10,Buena,No asistí,Muy buena,Muy bien,Sí,ingeniería o diseño,Muy buena,Muy bien,Sí,Sí,10,"se adapta al nivel de cada alumno, los kahoots y las actividades de pensar cada uno por su cuenta para hacer un circuito",a veces daba la sensación de que había muchas cosas que queríamos hacer y poco tiempo,alargar un poco el descanso o poner dos más cortos,4,5,4,1,5,4,5,5,4,1,5,5,5,4,1,5,4,5,1,1,4
INGENIERIA ELECTRONICA,SENIOR,1112307,Chica,Muy bien,10,10,Muy buena,No asistí,Muy buena,Muy bien,Sí,Física y matemáticas,Muy buena,Muy bien,Sí,Sí,10,Lo que he aprendido,Nada,Nada,5,5,5,1,1,5,5,5,5,1,5,5,5,5,1,5,3,5,1,5,5
INGENIERIA ELECTRONICA,SENIOR,1304000,Chica,Regular,9,8,Muy buena,No asistí,Buena,Bien,Sí,Alguna ingeniería,Muy buena,Muy bien,Sí,Sí,8,Los problemas de circuitos que hacíamos nosotros,Las marañas de cables al construir los circuitos,-,5,5,5,1,1,4,5,4,5,4,5,4,5,5,4,5,3,4,1,2,4
INGENIERIA ELECTRONICA,SENIOR,1610654,Chico,Bien,9,7,Muy buena,No asistí,Regular,Muy bien,Sí,Ingeniería pero no sé de qué,Buena,Muy bien,Sí,Sí,7,Los kahoots  y la amabilidad de la gente,la hora a  la que hay que llegar,Cuando llegas que nada mas llegues vayas al aula a no ser que seas junior y también el horario de comienzo me parece que siendo verano no puede ser que comience a las 8:15 de la mañana ya que hay que descansar y hay veces que por las noches no duerme debido al calor y luego te tienes que despertar  las 8:15 yo lo retrasaría una hora más y si no hay demasiado tiempo que se alargue algún día más,3,4,5,2,2,2,4,2,3,2,5,3,4,2,4,3,4,5,3,4,4
INGENIERIA ELECTRONICA,SENIOR,1611663,Chico,Bien,9,9,Buena,Buena,Buena,Bien,Sí,Sciencias y ingeniería,Muy buena,Bien,Sí,No,9,La liberta que teníamos y la ayuda que era muy accesible,Solo un recreo largo ( yo creo que sería mejor con dos o tres recreos de 20 minutos),Elle horario,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,1,5,5
INGENIERIA ELECTRONICA,SENIOR,1802670,Chico,Muy bien,10,9,Regular,Regular,Regular,Muy bien,Sí,A la mecatrónica,Muy buena,Bien,Sí,No,10,"La forma en la que enseñaba la profesora, además me gustó como los kahoots mejoró las relaciones de amistad entre los alumnos",Esta encuesta tiene muchos errores >:(,La encuesta. También la organización debido a que al final no ha habido tiempo para muchas cosas.. Además añadiría experimentación de condensadores y observar que efectos tiene poner los cables  de forma equivocada en un ambiente controlado.,5,5,4,3,1,5,4,4,5,1,4,4,4,5,3,4,4,4,1,3,4
INGENIERIA ELECTRONICA,SENIOR,1806485,Chico,Bien,9,9,Buena,No asistí,Buena,Muy bien,Sí,Ingeniero de telecomunicaciones o cualquier otra ingeniería de ese tipo,Buena,Muy bien,Sí,No,9,Prácticas más interesantes como poner música con el zumbador,Alguna teoría difícil de entender,Que los cables fueran mejores,5,5,5,2,1,3,5,4,5,1,4,5,5,5,4,5,4,5,1,3,3
INGENIERIA ELECTRONICA,SENIOR,1812002,Chico,Bien,9,5,Regular,No asistí,Buena,Muy bien,No,Informatica,Me da igual,Bien,No,Sí,8,Shell Shockers,No tener ratones en el aula,"Poner teclados, ratones y PCs en todas las aulas de todos los cursos",4,4,3,2,2,3,4,4,4,3,5,4,4,4,2,4,4,4,2,2,3
